originId,label,ipBlocking,appliedBundle,status,lastSyncStatus,lastSync,version,osVersion,osVersionName,type
618135673,LAP-007-001,Disabled,4126698,Off,VA,2024-06-03 17:32:59,3.0.466,Microsoft Windows [version 10.0.22631.2792],Windows 11,roaming
618468775,LAP-DR-LUXE2,Disabled,3901056,VA,VA,2024-06-05 06:28:09,3.0.466,Microsoft Windows [version 10.0.22621.3447],Windows 11,roaming
619108555,LAP-TRA-004,Disabled,4126782,Off,Encrypted,2024-05-14 14:35:01,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
619179159,LAP-IT-001,Disabled,4126782,Off,Encrypted,2024-05-31 21:01:39,3.0.466,Microsoft Windows [version 10.0.22631.3593],Windows 11,roaming
619471701,LAP-ACH-22,Disabled,3901056,VA,VA,2024-06-05 07:47:57,3.0.466,Microsoft Windows [version 10.0.22631.3593],Windows 11,roaming
619778019,LAP-CPTA-112,Disabled,3901056,VA,VA,2024-06-05 09:07:18,3.0.466,Microsoft Windows [version 10.0.22621.3593],Windows 11,roaming
619977854,LAP-DIR-MKTG1,Disabled,3901056,VA,VA,2024-06-05 09:21:37,3.0.466,Microsoft Windows [version 10.0.22621.3593],Windows 11,roaming
620576768,LAP-320-4,Disabled,14360147,Off,VA,2024-06-04 17:17:48,3.0.466,Microsoft Windows [version 10.0.19045.4291],Windows 10,roaming
621097613,LAP-DR-LUXE,Disabled,3901056,Off,VA,2024-02-12 10:35:07,3.0.17,Microsoft Windows [version 10.0.19045.2846],Windows 10,roaming
621567640,LAP-GEST-007,Disabled,3901056,Off,VA,2024-03-01 16:31:09,3.0.466,Microsoft Windows [version 10.0.22631.3155],Windows 11,roaming
621702512,LAP-CSE-010,Disabled,0,Off,Open,2024-02-21 15:49:45,3.0.17,Microsoft Windows [version 10.0.22631.3155],Windows 11,roaming
623388107,LAP-DOSI-001,Disabled,4126782,Off,Encrypted,2024-04-18 12:49:09,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
623401219,TPV-527-001,Disabled,14360147,VA,VA,2024-06-05 08:57:25,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
623402528,TPV-525-001,Disabled,14360147,VA,VA,2024-06-05 08:59:29,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
623603202,TPV-519-001,Disabled,14360147,VA,VA,2024-06-05 09:18:54,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
623604207,TPV-521-001,Disabled,14365264,Encrypted,Encrypted,2024-06-05 09:09:18,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
623607676,TPV-526-001,Disabled,14360147,VA,VA,2024-06-05 09:01:51,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
623608009,TPV-530-001,Disabled,14360147,VA,VA,2024-06-05 09:03:59,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
623608913,TPV-522-002,Disabled,14360147,VA,VA,2024-06-05 08:57:24,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
623609384,TPV-529-001,Disabled,14360147,VA,VA,2024-06-05 09:04:52,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
623610160,TPV-516-001,Disabled,14360147,VA,VA,2024-06-05 09:01:39,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
623610737,TPV-524-001,Disabled,14360147,VA,VA,2024-06-05 08:53:03,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
623698023,TPV-520-001,Disabled,14365264,Encrypted,Encrypted,2024-06-05 09:19:45,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
623706883,TPV-523-001,Disabled,14360147,VA,VA,2024-06-05 09:09:22,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
623803818,TPV-528-001,Disabled,14360147,Off,VA,2024-06-04 17:10:33,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
623810924,TPV-511-001,Disabled,14360147,VA,VA,2024-06-05 08:58:53,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
624142839,LAP-CPTA-002,Disabled,3901056,VA,VA,2024-06-05 09:07:02,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
624310947,LP-235-4,Disabled,4126698,Off,VA,2024-05-17 14:39:11,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
624614438,LAP-004-002,Disabled,4126698,Off,VA,2024-06-04 15:17:25,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
624615046,TPV-004-004,Disabled,4126698,VA,VA,2024-06-05 09:00:28,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
624615435,TPV-004-002,Disabled,4126698,VA,VA,2024-06-05 09:20:40,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
624616471,LAP-081-001,Disabled,4126698,VA,VA,2024-06-05 09:08:21,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
624619229,TPV-081-001,Disabled,4126698,VA,VA,2024-06-05 09:18:06,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
624677973,LAP-RSE-002,Disabled,3901056,Off,VA,2024-05-17 13:15:06,5.1.1,Microsoft Windows NT 10.0.19045.0,Windows 10,anyconnect
624745418,LAP-402-001,Disabled,3901156,Off,VA,2024-03-29 15:03:03,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
625033432,PC-Marianne,Disabled,3901056,Off,VA,2024-05-30 15:42:29,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
625201309,LAP-SOPHIEC,Disabled,3901056,Off,VA,2024-05-06 15:45:54,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
625291759,LAP-MKTG-002,Disabled,0,Off,Open,2024-06-03 22:02:11,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
625296154,LAP-141-001,Disabled,4126698,VA,VA,2024-06-05 08:03:33,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
625515735,LAP-SUP-002,Disabled,3901056,Off,VA,2024-05-14 15:48:29,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
625772602,LAP-454-001,Disabled,3901156,VA,VA,2024-06-05 07:58:57,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
625829886,LAP-426-001,Disabled,3901156,VA,VA,2024-06-05 09:12:08,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
625943136,LAP-DOSI-001,Disabled,3901056,VA,VA,2024-06-05 09:08:52,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
626000289,TPV-226-001,Disabled,4126698,VA,VA,2024-06-05 09:13:47,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626009443,TPV-532-001,Disabled,14365264,Encrypted,Encrypted,2024-06-05 09:02:14,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626019598,TPV-531-001,Disabled,14365264,Encrypted,Encrypted,2024-06-05 09:22:34,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626019605,TPV-538-001,Disabled,14365264,Transparent,Transparent,2024-06-05 08:30:24,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626101058,TPV-550-001,Disabled,14365264,Off,Off,2024-06-05 09:22:33,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626115871,TPV-546-001,Disabled,14365264,Encrypted,Encrypted,2024-06-05 09:22:56,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626134064,TPV-545-001,Disabled,14360147,VA,VA,2024-06-05 09:01:24,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626134180,TPV-543-001,Disabled,14365264,Off,Encrypted,2024-06-03 07:03:48,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626140222,TPV-544-001,Disabled,14365264,Encrypted,Encrypted,2024-06-05 09:14:23,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626144212,TPV-536-001,Disabled,14365264,Encrypted,Encrypted,2024-06-05 09:00:55,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626144504,TPV-542-001,Disabled,14365264,Encrypted,Encrypted,2024-06-05 09:02:07,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626258585,TPV-547-001,Disabled,14365264,Off,Off,2024-06-05 08:53:28,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626332238,TPV-533-001,Disabled,14365264,Encrypted,Encrypted,2024-06-05 09:19:25,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626332684,TPV-534-001,Disabled,14365264,Encrypted,Encrypted,2024-06-05 09:22:12,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626337571,TPV-540-001,Disabled,14365264,Off,Encrypted,2024-06-04 17:21:16,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626356243,TPV-535-001,Disabled,14360147,Off,Off,2024-06-04 15:57:27,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626357911,TPV-539-001,Disabled,14365264,Encrypted,Encrypted,2024-06-05 08:50:29,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626459860,TPV-541-001,Disabled,14365264,Encrypted,Encrypted,2024-06-05 09:10:14,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626463287,TPV-548-001,Disabled,14365264,Encrypted,Encrypted,2024-06-05 09:06:33,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626658896,TPV-549-002,Disabled,14365264,Encrypted,Encrypted,2024-06-05 09:02:16,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626752012,TPV-537-001,Disabled,14365264,Encrypted,Encrypted,2024-06-05 09:05:49,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
626767096,LAP-322-001,Disabled,0,Off,Open,2024-05-27 02:16:56,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
627017935,LAP-142-001,Disabled,4126698,VA,VA,2024-06-05 09:12:22,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
627114074,LAP-PAIE-007,Disabled,3901056,VA,VA,2024-06-05 09:13:34,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
627122054,TPV-072-003,Disabled,4126698,VA,VA,2024-06-05 09:00:35,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
627147034,LAP-145-001,Disabled,4126698,VA,VA,2024-06-05 08:57:48,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
627184163,LAP-RH-101,Disabled,3901056,VA,VA,2024-06-05 09:09:31,5.1.1,Microsoft Windows NT 10.0.19045.0,Windows 10,anyconnect
627322434,LAP-306-001,Disabled,3901156,Off,VA,2024-06-04 16:53:28,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
627514180,LAP-153-002,Disabled,4126698,VA,VA,2024-06-05 08:55:17,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
627723049,LAP-414-002,Disabled,3901156,Off,VA,2024-06-04 18:22:52,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
627789025,LAP-414-003,Disabled,3901156,VA,VA,2024-06-05 09:13:06,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
627791289,LAP-TRA-004,Disabled,3901056,Off,VA,2024-06-04 15:48:03,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
627822227,TPV-322-001,Disabled,3901156,VA,VA,2024-06-05 09:10:39,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
627965696,TPV-424-004,Disabled,3901156,VA,VA,2024-06-05 09:03:48,5.1.1,Microsoft Windows NT 10.0.17763.0,Windows 10,anyconnect
628572822,LAP-322-001,Disabled,3901156,VA,VA,2024-06-05 09:04:36,5.1.1,Microsoft Windows NT 10.0.22631.0,Windows 11,anyconnect
