"Endpoint name","Type","IP address","MAC address","Group","Pinned to Group","Agent GUID","Operating system","Endpoint isolation","Create time","Last connected","Features enabled","Status","Error code"
"LAP-ACH-22","Desktop","169.254.42.162,169.254.210.68,169.254.118.169,10.3.6.54,169.254.81.17","08:8F:C3:FE:8C:AC,74:3A:F4:60:EF:A6,76:3A:F4:60:EF:A5,74:3A:F4:60:EF:A5,74:3A:F4:60:EF:A9","All Endpoints","No","4a6ceb60-12b2-437e-a954-f72bdbfba203","Windows 11","Off","2023-12-26 15:33:32","2024-06-05 14:45:57","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-RSE-001","Desktop","10.3.103.31,169.254.47.128,169.254.90.152,169.254.57.144,192.168.1.36","02:50:41:00:00:01,AC:91:A1:49:4A:89,74:3A:F4:A3:3F:55,76:3A:F4:A3:3F:54,74:3A:F4:A3:3F:54","All Endpoints","No","14864b26-736d-41d4-9eca-c95c9cd2ec53","Windows 11","Off","2023-12-28 11:13:04","2024-06-05 14:45:11","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-TRA-004","Desktop","10.3.103.54,169.254.238.209,169.254.35.46,169.254.61.75,169.254.167.95,192.168.1.131,169.254.93.66","02:50:41:00:00:01,84:A9:38:32:84:42,84:A9:38:32:84:41,B6:B5:B6:A7:A2:0D,B6:B5:B6:A7:B2:1D,B4:B5:B6:A7:82:2D,B4:B5:B6:A7:82:2E","All Endpoints","No","7286b6bf-d2ca-418d-9265-ec3f53f38aa3","Windows 11","Off","2024-01-02 16:19:57","2024-06-05 14:44:30","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-IT-001","Desktop","10.3.103.5,169.254.148.110,169.254.24.26,169.254.35.142,192.168.1.113,169.254.153.30","02:50:41:00:00:01,AC:91:A1:49:4A:A2,74:3A:F4:A3:3D:D4,76:3A:F4:A3:3D:D3,74:3A:F4:A3:3D:D3,74:3A:F4:A3:3D:D7","All Endpoints","No","eae3c68b-d729-4440-a34b-708fd7a28bdf","Windows 11","Off","2024-01-03 18:19:19","2024-06-03 16:10:56","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-502-002","Desktop (persistent virtual desktop)","10.3.104.4,10.117.208.2,169.254.181.18,169.254.174.161,169.254.147.201","02:50:41:00:00:01,C0:18:50:AD:BF:96,C8:78:7D:09:83:A7,CA:78:7D:09:83:A7,C8:78:7D:09:83:A7","All Endpoints","No","5f4cb521-d710-4f02-8424-87a0a6dad96f","Windows 10","Off","2024-01-12 10:11:01","2024-06-05 14:46:11","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-CPTA-112","Desktop","169.254.133.122,169.254.109.208,169.254.207.52,169.254.146.66,10.3.6.31,169.254.163.233","AC:91:A1:49:4A:85,AC:91:A1:BC:9B:61,74:3A:F4:A3:3F:91,76:3A:F4:A3:3F:90,74:3A:F4:A3:3F:90,74:3A:F4:A3:3F:94","All Endpoints","No","2e4090ae-0705-4678-8673-cb346ae3b7b7","Windows 11","Off","2024-01-12 15:54:30","2024-06-05 14:46:35","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-DIR-MKTG1","Desktop","10.3.103.28,169.254.148.47,192.168.1.23,169.254.31.209","02:50:41:00:00:01,00:A5:54:A1:19:32,00:A5:54:A1:19:31,00:A5:54:A1:19:35","All Endpoints","No","caa22410-b4d0-4be1-9b59-7e60c39246b2","Windows 11","Off","2024-01-16 17:42:55","2024-06-05 14:46:52","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-106-001","Desktop (persistent virtual desktop)","10.1.106.4","B4:A9:FC:28:D0:50","All Endpoints","No","4272e30a-00ca-4ec6-a0f9-ed6c995cd424","Windows 10","Off","2024-01-18 06:20:02","2024-06-05 14:49:17","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-007-001","Desktop (persistent virtual desktop)","10.1.7.1","C0:18:50:B0:F6:EE","All Endpoints","No","1b41f6f6-0e1e-4d66-ae58-7c735cc2f0ed","Windows 10","Off","2024-01-18 06:20:09","2024-06-05 14:44:52","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-027-003","Desktop (persistent virtual desktop)","10.1.27.1","B4:A9:FC:15:D5:21","All Endpoints","No","c3a79aec-0de1-4095-9f6a-5f94eb88c7ad","Windows 10","Off","2024-01-18 06:23:57","2024-06-05 14:48:04","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-215-002","Desktop (persistent virtual desktop)","10.1.215.2","C0:18:50:A9:34:DA","All Endpoints","No","d8e19858-1689-4fa6-830c-8d0fcef37d7a","Windows 10","Off","2024-01-18 06:24:22","2024-06-05 14:44:28","XDR Endpoint Sensor,Vulnerability Assessment","",""
"AURES-149-002","Desktop (persistent virtual desktop)","10.1.149.3","B4:A9:FC:15:D1:2F","All Endpoints","No","112d948b-dccd-4967-9f14-d3a90efac387","Windows 10","Off","2024-01-18 06:26:48","2024-06-05 14:45:21","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-062-002","Desktop (persistent virtual desktop)","10.1.62.3","B4:A9:FC:28:D0:43","All Endpoints","No","bcf99494-002f-4333-b397-7def1743fdab","Windows 10","Off","2024-01-18 06:28:43","2024-06-05 14:45:38","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-200-001","Desktop (persistent virtual desktop)","10.1.200.5","B4:A9:FC:15:D8:8A","All Endpoints","No","05978b76-a1ad-4382-a0f9-356c04b07e96","Windows 10","Off","2024-01-18 06:29:40","2024-06-05 14:44:32","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-228-002","Desktop (persistent virtual desktop)","10.1.228.1","C0:18:50:B0:F0:44","All Endpoints","No","45476481-5372-4c83-8fa0-fde2877bf503","Windows 10","Off","2024-01-18 06:34:58","2024-06-05 14:47:53","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-230-001","Desktop (persistent virtual desktop)","10.1.230.4","B4:A9:FC:28:D0:7B","All Endpoints","No","566a1dff-6923-40cb-815f-833569a66747","Windows 10","Off","2024-01-18 06:38:09","2024-06-05 14:49:26","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-049-001","Desktop (persistent virtual desktop)","10.1.49.2","B4:A9:FC:15:D5:F8","All Endpoints","No","cb10c4bc-5548-4409-8bd7-eedaa09876a1","Windows 10","Off","2024-01-18 06:39:53","2024-06-05 14:45:56","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-062-001","Desktop (persistent virtual desktop)","10.1.62.5","B4:A9:FC:28:D0:45","All Endpoints","No","baf2868c-5e98-48f7-b825-99f9f867de30","Windows 10","Off","2024-01-18 06:41:50","2024-06-05 14:46:04","XDR Endpoint Sensor,Vulnerability Assessment","",""
"DESKTOP-M2MJ7Q3","Desktop (persistent virtual desktop)","192.168.10.134","08:8F:C3:90:0F:22","All Endpoints","No","d6e34e76-6bb9-4c51-ba3b-2e46b76ec15a","Windows 10","Off","2024-01-18 06:42:33","2024-05-17 10:21:49","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-226-001","Desktop (persistent virtual desktop)","10.1.226.1","B4:A9:FC:15:D2:5C","All Endpoints","No","1ea77319-0f8f-4894-a20f-81dec35ba0ed","Windows 10","Off","2024-01-18 06:43:27","2024-06-05 14:44:48","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-312-002","Desktop (persistent virtual desktop)","10.2.12.1","C0:18:50:B0:EC:67","All Endpoints","No","561735eb-fd06-4048-8b0e-67e0915ba0fe","Windows 10","Off","2024-01-18 06:43:42","2024-06-05 14:46:01","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-303-001","Desktop (persistent virtual desktop)","10.2.3.4","B4:A9:FC:28:CC:42","All Endpoints","No","5fb7c0e0-3b89-45e3-96ad-6c2e0cdaf8f5","Windows 10","Off","2024-01-18 06:44:22","2024-06-05 14:49:26","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-508-001","Desktop (persistent virtual desktop)","10.3.104.31,169.254.21.157,169.254.247.6,169.254.114.211,10.117.37.130","02:50:41:00:00:01,C8:78:7D:09:83:A6,CA:78:7D:09:83:A6,C8:78:7D:09:83:A6,C0:18:50:AD:B5:F3","All Endpoints","No","60f1f402-af57-4dba-8b70-b93f551e9106","Windows 10","Off","2024-01-18 06:45:15","2024-06-05 14:48:11","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-002-001","Desktop (persistent virtual desktop)","10.1.2.1","B4:A9:FC:15:D3:3E","All Endpoints","No","ef415823-9e2a-4340-af83-eea47c29e97a","Windows 10","Off","2024-01-18 06:45:49","2024-06-05 14:48:15","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-072-001","Desktop (persistent virtual desktop)","10.1.72.1","B4:A9:FC:15:D3:2E","All Endpoints","No","683d4f1b-13bc-47f6-a1dd-b8098485866b","Windows 10","Off","2024-01-18 06:45:55","2024-05-11 19:51:00","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-031-001","Desktop (persistent virtual desktop)","10.1.31.3","B4:A9:FC:28:CC:DE","All Endpoints","No","d0fb9a13-82ea-4521-b7d3-76077a382ff7","Windows 10","Off","2024-01-18 06:46:31","2024-06-05 14:47:16","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-221-001","Desktop (persistent virtual desktop)","10.1.221.1","B4-A9-FC-15-D8-C5","All Endpoints","No","8c417923-b6ca-4824-bc2f-8bab7fde8da1","Windows 10","Off","2024-01-18 06:47:23","2024-06-05 08:31:08","","Updating components...: Unable to report data due to an unknown error. Try restarting the endpoint. If the issue persists, contact your support provider. ()",""
"TPV-230-002","Desktop (persistent virtual desktop)","10.1.230.6","C0:18:50:AD:B5:F4","All Endpoints","No","b313dac7-24a0-43e6-a6cd-5a4b18bdbd7e","Windows 10","Off","2024-01-18 06:49:32","2024-06-05 14:47:00","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-517-001","Desktop (persistent virtual desktop)","10.3.104.29,192.168.1.104,169.254.111.137,169.254.129.168,169.254.236.62,172.31.0.150","02:50:41:00:00:01,C0:18:50:B0:EF:25,36:98:B5:35:90:5F,34:98:B5:35:90:5F,34:98:B5:35:90:5F,34:98:B5:35:90:5F","All Endpoints","No","e8bd073f-ac4f-4ff2-8b02-7485c01e199e","Windows 10","Off","2024-01-18 06:52:52","2024-06-05 14:48:39","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LP-303-N","Desktop (persistent virtual desktop)","10.2.3.1","B4:A9:FC:28:CC:92","All Endpoints","No","855914ac-f4ec-4e15-a268-76255bbf88ad","Windows 10","Off","2024-01-18 06:56:11","2024-06-05 14:44:51","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-042-001","Desktop (persistent virtual desktop)","10.1.42.1","C0:18:50:B0:E9:BA","All Endpoints","No","fe2de330-77db-41cf-a6dc-1ab4e26be84e","Windows 10","Off","2024-01-18 06:59:39","2024-03-14 16:24:20","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-063-001","Desktop (persistent virtual desktop)","10.1.63.1","B4:A9:FC:28:C9:7D","All Endpoints","No","4bffd803-d536-4cff-aec3-52b0e04e835c","Windows 10","Off","2024-01-18 07:03:15","2024-06-05 14:45:45","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-403-001","Desktop (persistent virtual desktop)","10.2.103.1","B4:A9:FC:15:D6:94","All Endpoints","No","a38148c8-9859-4e06-ba1a-61e74b85d856","Windows 10","Off","2024-01-18 07:03:32","2024-06-05 14:47:27","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-XXX-00Xi","Desktop (persistent virtual desktop)","169.254.62.19,169.254.94.145,169.254.178.142,10.3.6.77","C0:18:50:B0:E3:16,CA:78:7D:09:83:B5,C8:78:7D:09:83:B5,C8:78:7D:09:83:B5","All Endpoints","No","190cbdb7-7e4d-42fa-a1ab-dd7e074bca41","Windows 10","Off","2024-01-18 08:11:58","2024-06-05 14:45:10","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-349-002","Desktop (persistent virtual desktop)","192.168.1.33","C0:18:50:B0:EF:28","All Endpoints","No","e3b2e62b-b160-4b3d-8eae-66aec151b11d","Windows 10","Off","2024-01-18 08:40:05","2024-06-05 14:49:25","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-024-001","Desktop (persistent virtual desktop)","10.1.24.1","B4:A9:FC:28:CE:AD","All Endpoints","No","7c339b8f-a16e-49b8-8325-c746097bbdcf","Windows 10","Off","2024-01-18 09:17:27","2024-06-05 14:44:58","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-004-002","Desktop (persistent virtual desktop)","10.1.4.6","B4:A9:FC:28:D0:D4","All Endpoints","No","b33e7310-27d4-4a0f-9c20-a0f9ce194711","Windows 10","Off","2024-01-18 09:35:48","2024-06-05 14:44:25","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-004-004","Desktop (persistent virtual desktop)","10.1.4.2","B4:A9:FC:28:CE:2A","All Endpoints","No","f7fd28e7-3e12-43a6-9d37-0874102dec8c","Windows 10","Off","2024-01-18 09:36:03","2024-06-05 14:46:29","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-120-002","Desktop (persistent virtual desktop)","10.1.120.5","C0:18:50:B0:E9:59","All Endpoints","No","2814c9ea-bf9e-41d5-bf57-10bf4ccc30ac","Windows 10","Off","2024-01-18 09:40:28","2024-06-05 14:48:02","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-029-001","Desktop (persistent virtual desktop)","10.1.29.6","B4:A9:FC:15:D1:59","All Endpoints","No","53974c18-02b3-4e3c-b00d-aa6d32229d69","Windows 10","Off","2024-01-18 09:44:48","2024-06-05 14:44:45","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-016-001","Desktop (persistent virtual desktop)","10.1.16.4","C0:18:50:B0:E3:10","All Endpoints","No","ae7b6875-e1dd-4e25-9517-d24839b45652","Windows 10","Off","2024-01-18 10:02:09","2024-06-05 14:47:03","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-009-1","Desktop (persistent virtual desktop)","10.1.9.1","B4:A9:FC:28:CF:CF","All Endpoints","No","bd4ddcf2-5b3d-4153-889b-aee06ac8a9f5","Windows 10","Off","2024-01-18 10:04:26","2024-06-05 14:44:42","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-017-001","Desktop (persistent virtual desktop)","10.1.17.1","B4:A9:FC:28:CD:B4","All Endpoints","No","5ecda1ae-fe67-428b-a314-e016e4f63697","Windows 10","Off","2024-01-18 10:12:31","2024-06-05 14:44:57","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TAB-064-001","Desktop (persistent virtual desktop)","10.1.64.1","B4:A9:FC:28:CF:3E","All Endpoints","No","e7bafe94-9b40-4fd5-bd0e-eef3f78fa73a","Windows 10","Off","2024-01-18 10:12:37","2024-06-05 14:47:20","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-196-3","Desktop (persistent virtual desktop)","10.1.196.4","B4:A9:FC:15:D4:E7","All Endpoints","No","2d4eb6e5-c4b1-4e87-9d67-58adabaf81e5","Windows 10","Off","2024-01-18 10:17:26","2024-06-05 14:46:12","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-038-001","Desktop (persistent virtual desktop)","10.1.38.2","B4:A9:FC:28:CA:51","All Endpoints","No","1b6f792c-8345-44ef-a28c-c2c4ae46df89","Windows 10","Off","2024-01-18 10:18:07","2024-06-05 14:46:35","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-122-001","Desktop (persistent virtual desktop)","10.1.122.1","D8:C4:97:AA:99:84","All Endpoints","No","c46657db-7925-48f4-9e61-ce770cf10ea0","Windows 10","Off","2024-01-18 10:20:45","2024-06-05 14:47:00","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-206-001","Desktop (persistent virtual desktop)","10.1.206.1","B4:A9:FC:28:CF:36","All Endpoints","No","4d5730f2-4716-498d-8daf-f6de0184b534","Windows 10","Off","2024-01-18 10:25:01","2024-06-05 14:45:47","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-143-001","Desktop (persistent virtual desktop)","10.1.143.1","B4:A9:FC:28:CC:48","All Endpoints","No","56fb15f2-4abe-456a-b9d3-8e2882a93244","Windows 10","Off","2024-01-18 10:35:10","2024-06-05 14:48:36","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-005-002","Desktop (persistent virtual desktop)","10.1.5.2","B4:A9:FC:15:D0:B3","All Endpoints","No","55d86ef9-8446-4d48-a226-b2710d1db1f0","Windows 10","Off","2024-01-18 10:35:23","2024-06-05 14:46:17","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-127-1","Desktop (persistent virtual desktop)","10.1.127.1","B4:A9:FC:28:CF:C9","All Endpoints","No","73fb7a07-7270-4743-9c56-9edf9120fc14","Windows 10","Off","2024-01-18 10:39:59","2024-06-05 14:45:18","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-018-001","Desktop (persistent virtual desktop)","10.1.18.3","C0:18:50:B0:EF:2E","All Endpoints","No","726535e8-db39-44bf-8d63-2558c60d2594","Windows 10","Off","2024-01-18 10:40:06","2024-06-05 14:47:18","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-116-001","Desktop (persistent virtual desktop)","10.1.116.1","B4:A9:FC:28:C9:C7","All Endpoints","No","035a2ba9-cfda-4a04-8316-ed8fd0df5fd4","Windows 10","Off","2024-01-18 10:45:05","2024-06-05 14:49:09","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-024-002","Desktop (persistent virtual desktop)","10.1.24.3","C0:18:50:AD:B5:F2","All Endpoints","No","57d3fce4-38e8-4808-9089-4565ec7d9e0f","Windows 10","Off","2024-01-18 10:46:03","2024-06-05 14:45:19","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-153-001","Desktop (persistent virtual desktop)","10.1.153.1","C0:18:50:B0:E5:50","All Endpoints","No","f0ced72d-0409-4cd8-baca-50501fb06e09","Windows 10","Off","2024-01-18 10:51:55","2024-06-05 14:48:08","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-028-1","Desktop (persistent virtual desktop)","10.1.28.1","B4-A9-FC-15-D8-41","All Endpoints","No","53f02be6-a1f3-4a3c-b1ce-7e0658003da7","Windows 10","Off","2024-01-18 11:01:21","2024-06-05 09:23:42","","Updating components...: Unable to report data due to an unknown error. Try restarting the endpoint. If the issue persists, contact your support provider. ()",""
"TPV-504-001","Desktop (persistent virtual desktop)","169.254.211.23,169.254.145.94,10.117.64.249,169.254.62.154","CA:78:7D:09:83:BB,C8:78:7D:09:83:BB,C0:18:50:A9:2E:53,C8:78:7D:09:83:BB","All Endpoints","No","568949ea-c2f3-4c46-abb4-bc40a8712549","Windows 10","Off","2024-01-18 11:08:47","2024-06-05 14:49:25","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-010-001","Desktop (persistent virtual desktop)","10.1.10.1","C0:18:50:B0:E7:7B","All Endpoints","No","36ca4d58-03d6-453d-8c77-496487d11c8b","Windows 10","Off","2024-01-18 11:10:56","2024-06-05 14:44:42","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-136-003","Desktop (persistent virtual desktop)","10.1.136.1","C0:18:50:AD:BF:9E","All Endpoints","No","f653a835-8404-42c5-ab21-004aa0b49d4c","Windows 10","Off","2024-01-18 11:12:23","2024-06-05 14:49:22","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-074-001","Desktop (persistent virtual desktop)","10.1.74.1","B4-A9-FC-15-D6-97","All Endpoints","No","7048922e-38dd-45fb-a319-2816c31ad3be","Windows 10","Off","2024-01-18 11:16:44","2024-06-05 09:30:06","","Updating components...: Unable to report data due to an unknown error. Try restarting the endpoint. If the issue persists, contact your support provider. ()",""
"TPV-012-001","Desktop (persistent virtual desktop)","10.1.12.1","B4:A9:FC:28:CD:A1","All Endpoints","No","11b12ea0-be55-4381-8e27-fc662c372520","Windows 10","Off","2024-01-18 11:16:52","2024-06-05 14:48:50","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-017-002","Desktop (persistent virtual desktop)","10.1.17.2","B4:A9:FC:15:D3:2F","All Endpoints","No","09262490-1d8c-4648-b9c6-dd381ab518f3","Windows 10","Off","2024-01-18 11:21:50","2024-06-05 14:46:50","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-066-001","Desktop (persistent virtual desktop)","10.1.66.1","B4:A9:FC:28:D0:B8","All Endpoints","No","18ad028a-5bba-47d9-9065-e11b92cce4f5","Windows 10","Off","2024-01-18 11:31:20","2024-06-05 14:46:48","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-511-001","Desktop (persistent virtual desktop)","10.3.104.20,10.117.48.130,169.254.236.168,169.254.147.128,169.254.34.91","02:50:41:00:00:01,C0:18:50:B0:E3:1B,C8:78:7D:09:83:AB,CA:78:7D:09:83:AB,C8:78:7D:09:83:AB","All Endpoints","No","bb0d7758-2640-4752-b9d7-7efbf90ca423","Windows 10","Off","2024-01-18 11:36:51","2024-06-05 14:44:51","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-516-001","Desktop (persistent virtual desktop)","10.3.104.40,192.168.1.11,169.254.227.164,169.254.4.127,169.254.178.62","02:50:41:00:00:01,C0:18:50:AD:B8:C8,C8:78:7D:09:83:B3,CA:78:7D:09:83:B3,C8:78:7D:09:83:B3","All Endpoints","No","3e9bb222-4723-450b-925b-9f4fc95fafa9","Windows 10","Off","2024-01-18 11:37:46","2024-06-05 14:44:51","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-510-001","Desktop (persistent virtual desktop)","10.3.104.45,169.254.91.53,169.254.87.149,169.254.93.210,10.117.45.249","02:50:41:00:00:01,C8:78:7D:09:83:B2,CA:78:7D:09:83:B2,C8:78:7D:09:83:B2,C0:18:50:B0:E3:13","All Endpoints","No","c2772ec2-e81b-47dc-b665-e19ed229bfd9","Windows 10","Off","2024-01-18 11:38:38","2024-06-05 14:48:27","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-424-003","Desktop (persistent virtual desktop)","10.2.124.12","B4:A9:FC:28:D0:A4","All Endpoints","No","061d5ee5-3178-418e-9964-e7616387f427","Windows 10","Off","2024-01-18 11:42:16","2024-05-16 10:29:36","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-080-001","Desktop (persistent virtual desktop)","10.1.80.1","B4-A9-FC-28-CB-5B","All Endpoints","No","54f0f308-47ba-4675-9eea-47983469cd30","Windows 10","Off","2024-01-18 11:42:39","2024-06-05 09:31:02","","Updating components...: Unable to report data due to an unknown error. Try restarting the endpoint. If the issue persists, contact your support provider. ()",""
"TPV-514-001","Desktop (persistent virtual desktop)","10.3.104.30,10.117.21.130,169.254.221.213,169.254.224.182,169.254.240.132","02:50:41:00:00:01,C0:18:50:A9:2E:78,C8:78:7D:09:83:CC,CA:78:7D:09:83:CC,C8:78:7D:09:83:CC","All Endpoints","No","fa66f73e-6d5c-4775-8d93-5619a4de2b4c","Windows 10","Off","2024-01-18 11:43:22","2024-06-05 14:49:26","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-501-001","Desktop (persistent virtual desktop)","10.3.104.34,10.117.63.249,169.254.176.209,169.254.206.73,169.254.125.250","02:50:41:00:00:01,C0:18:50:B0:E9:B2,C8:78:7D:09:83:9B,CA:78:7D:09:83:9B,C8:78:7D:09:83:9B","All Endpoints","No","51dc230a-26e3-47cc-bc0d-bb7a2aceefc3","Windows 10","Off","2024-01-18 11:43:36","2024-06-05 14:45:58","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-224-1","Desktop (persistent virtual desktop)","10.1.224.1","B4:A9:FC:28:C9:80","All Endpoints","No","0399ce36-e6df-42cb-831e-657a31100f56","Windows 10","Off","2024-01-18 11:43:38","2024-06-05 14:47:53","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-515-001","Desktop (persistent virtual desktop)","10.3.104.37,169.254.15.177,169.254.158.244,169.254.105.201,10.117.73.249","02:50:41:00:00:01,C8:78:7D:09:83:BA,CA:78:7D:09:83:BA,C8:78:7D:09:83:BA,C0:18:50:AD:B5:F7","All Endpoints","No","1ac97b1f-c60e-4079-9d3f-a848d684d0a8","Windows 10","Off","2024-01-18 11:44:03","2024-06-05 14:48:29","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-106-003","Desktop (persistent virtual desktop)","10.1.106.1","B4:A9:FC:28:CF:CD","All Endpoints","No","2da34a59-b918-48c4-8ce2-63ff9329a83f","Windows 10","Off","2024-01-18 11:44:46","2024-06-05 14:48:00","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-033-001","Desktop (persistent virtual desktop)","10.1.33.1","C0:18:50:B0:E3:19","All Endpoints","No","0d730bc0-18ec-40ec-ae47-9b0ddc027bb9","Windows 10","Off","2024-01-18 11:46:28","2024-06-05 14:46:10","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-055-001","Desktop (persistent virtual desktop)","10.1.55.1","B4:A9:FC:28:CD:B7","All Endpoints","No","67e9712f-5cbc-4815-b0aa-c111e6b6ca63","Windows 10","Off","2024-01-18 11:50:16","2024-06-05 14:48:54","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-318-001","Desktop (persistent virtual desktop)","10.2.18.1","D8:C4:97:8D:E8:D3","All Endpoints","No","3f531478-88e4-4264-8e2e-d13add57bfd9","Windows 10","Off","2024-01-18 11:52:50","2024-06-05 14:46:45","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-324-001","Desktop (persistent virtual desktop)","10.2.24.1","C0:18:50:B0:E9:B3","All Endpoints","No","eb58140e-710d-45bb-8c31-ebe351d95341","Windows 10","Off","2024-01-18 12:07:02","2024-06-05 14:48:50","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-509-001","Desktop (persistent virtual desktop)","10.3.104.25,10.117.32.130,169.254.39.34,169.254.169.50,169.254.75.14","02:50:41:00:00:01,C0:18:50:B0:E3:1C,C8:78:7D:09:83:BD,CA:78:7D:09:83:BD,C8:78:7D:09:83:BD","All Endpoints","No","5f85b69a-28ea-4604-9a29-822e9782e189","Windows 10","Off","2024-01-18 12:11:45","2024-06-05 14:48:02","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-021-001","Desktop (persistent virtual desktop)","10.1.21.1","B4:A9:FC:28:D1:59","All Endpoints","No","589d7bdf-0560-474c-8640-59c2f149d6fc","Windows 10","Off","2024-01-18 12:12:02","2024-06-04 19:43:23","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-326-001","Desktop (persistent virtual desktop)","10.2.26.1","C0:18:50:B0:E9:55","All Endpoints","No","a773f0d8-05c0-41d1-b3aa-1dc22ae2fda8","Windows 10","Off","2024-01-18 12:17:04","2024-06-05 14:47:59","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TPV-329-002","Desktop (persistent virtual desktop)","10.2.29.2","B4-A9-FC-15-D3-D8","All Endpoints","No","8197fa83-99e0-4ccc-bd39-df482241289d","Windows 10","Off","2024-01-18 12:17:10","2024-06-05 10:38:16","","Updating components...: Unable to report data due to an unknown error. Try restarting the endpoint. If the issue persists, contact your support provider. ()",""
"TPV-345-001","Desktop (persistent virtual desktop)","10.3.104.23,192.168.2.100","02:50:41:00:00:01,D8:C4:97:AA:98:03","All Endpoints","No","78f56337-f889-4cdc-832f-31a0d5f9850b","Windows 10","Off","2024-01-18 12:18:58","2024-06-03 18:45:12","XDR Endpoint Sensor,Vulnerability Assessment","",""
