"Endpoint name","Type","IP address","MAC address","Group","Pinned to Group","Agent GUID","Operating system","Endpoint isolation","Create time","Last connected","Features enabled","Status","Error code"
"AIO-414-003","Desktop","169.254.37.31,169.254.249.227,169.254.34.185,10.2.114.12,10.2.114.3,169.254.89.106","00:BE:43:8E:A3:6E,2C:33:58:D9:8A:4C,2E:33:58:D9:8A:4B,2C:33:58:D9:8A:4B,2C:33:58:D9:8A:4B,2C:33:58:D9:8A:4F","All Endpoints","No","2733384e-d92b-42be-9110-af57bc3e7790","Windows 11","Off","2022-09-07 14:07:13","2024-06-05 14:47:23","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-414-001","Desktop","10.2.114.6,169.254.177.46,169.254.197.84,169.254.144.45,10.2.114.8","CC:96:E5:56:F2:42,CC:96:E5:56:F2:42,A0:59:50:4F:2D:A2,A2:59:50:4F:2D:A1,A0:59:50:4F:2D:A1","All Endpoints","No","3093ba06-407d-44dd-b69e-e4befcd3e57a","Windows 11","Off","2022-09-08 15:19:22","2024-06-05 14:20:59","XDR Endpoint Sensor,Vulnerability Assessment","",""
"AIO-414-002","Desktop","169.254.105.11,169.254.72.163,169.254.109.200,10.2.114.2,169.254.95.111","00:BE:43:8E:A4:50,2C:33:58:D9:89:9D,2E:33:58:D9:89:9C,2C:33:58:D9:89:9C,2C:33:58:D9:89:A0","All Endpoints","No","e4b56a1b-3b61-426c-8a9a-e06a2cfebbff","Windows 11","Off","2022-09-08 15:35:29","2024-06-05 14:47:32","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-414-002","Desktop","169.254.105.14,169.254.0.133,169.254.181.9,10.2.114.9,169.254.46.73","CC:96:E5:56:8E:24,E0:D0:45:AE:22:44,E2:D0:45:AE:22:43,E0:D0:45:AE:22:43,E0:D0:45:AE:22:47","All Endpoints","No","9ae0b577-4f17-4c58-a709-b29154acfc65","Windows 10","Off","2022-09-09 14:06:17","2024-06-05 14:49:17","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-149-001","Desktop","169.254.48.74,169.254.186.122,169.254.145.243,10.1.149.4,192.168.1.10","CC:96:E5:56:8F:62,A0:59:50:4D:7F:52,A2:59:50:4D:7F:51,A0:59:50:4D:7F:51,A0:59:50:4D:7F:51","All Endpoints","No","a2393c84-fcf6-401b-9b43-96ab7813cf76","Windows 11","Off","2022-09-21 12:07:16","2024-06-05 14:46:24","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-412-001","Desktop","169.254.116.167,169.254.255.100,169.254.68.105,10.2.112.4,169.254.9.108","CC:96:E5:56:91:06,A0:59:50:4D:7F:7F,A2:59:50:4D:7F:7E,A0:59:50:4D:7F:7E,A0:59:50:4D:7F:82","All Endpoints","No","86538891-2fc0-4db8-a547-b1b1e823210e","Windows 11","Off","2022-09-21 12:27:46","2024-06-05 14:46:37","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-312-001","Desktop","10.2.12.3,169.254.122.146,169.254.1.65,169.254.182.104,10.2.12.2,169.254.220.214","CC:96:E5:56:F3:32,CC:96:E5:56:F3:32,A0:59:50:4F:2B:95,A2:59:50:4F:2B:94,A0:59:50:4F:2B:94,A0:59:50:4F:2B:98","All Endpoints","No","de68608d-48d7-4c6d-84b1-7353487b5a28","Windows 11","Off","2022-09-22 09:34:23","2024-06-05 14:46:53","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-DIR-COM","Desktop","169.254.15.210,169.254.213.241,10.3.6.57,169.254.108.5,169.254.108.60","54:6C:EB:B7:6B:F1,56:6C:EB:B7:6B:F0,54:6C:EB:B7:6B:F0,54:6C:EB:B7:6B:F4,9C:8D:8D:56:54:53","All Endpoints","No","fbe74444-6580-439a-bf99-08fe5d2d35a3","Windows 11","Off","2022-10-04 16:09:42","2024-06-04 19:25:45","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-075-001","Desktop","10.1.75.2,10.1.75.4,169.254.183.0,169.254.4.84,169.254.196.128,169.254.194.200","08:92:04:40:53:FA,8C:F8:C5:DC:C3:7D,8C:F8:C5:DC:C3:7D,8C:F8:C5:DC:C3:7E,8E:F8:C5:DC:C3:7D,8C:F8:C5:DC:C3:81","All Endpoints","No","9e319edf-ed28-4a04-82ce-4b66bf6fd099","Windows 11","Off","2022-11-03 12:37:08","2024-06-05 14:47:37","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-012-001","Desktop","10.1.12.2,169.254.69.83,169.254.153.35,169.254.22.234,10.1.12.3,169.254.63.238","08:92:04:47:B7:61,08:92:04:47:B7:61,8C:F8:C5:DC:2B:6C,8E:F8:C5:DC:2B:6B,8C:F8:C5:DC:2B:6B,8C:F8:C5:DC:2B:6F","All Endpoints","No","22d6fc74-44b4-438c-885d-0de7d8a86619","Windows 11","Off","2022-11-04 10:41:04","2024-06-05 14:44:41","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-ACH-017","Desktop","169.254.147.246,169.254.150.44,10.3.6.42,169.254.155.108","10:51:07:9D:FB:E9,12:51:07:9D:FB:E8,10:51:07:9D:FB:E8,10:51:07:9D:FB:EC","All Endpoints","No","5becdd45-75e6-4ed7-a4fd-e74b705e30be","Windows 11","Off","2022-11-12 11:06:29","2024-06-05 14:46:40","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-SUP-013","Desktop","169.254.152.56,169.254.177.195,10.3.6.25,169.254.116.143","A0:59:50:1C:CF:FB,A2:59:50:1C:CF:FA,A0:59:50:1C:CF:FA,A0:59:50:1C:CF:FE","All Endpoints","No","18d974b6-ca6b-4e16-87f7-2ba9f90251d6","Windows 11","Off","2022-11-16 15:07:43","2024-06-05 14:49:22","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-438-001","Desktop","10.2.138.3,169.254.165.68,169.254.185.129,10.226.17.10","CC:96:E5:4F:4F:0A,A0:80:69:F8:91:17,A2:80:69:F8:91:16,A0:80:69:F8:91:16","All Endpoints","No","0aef3b7e-772f-4b15-81dd-3f7c073e63b4","Windows 11","Off","2022-11-24 10:08:11","2024-06-05 14:39:44","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-400-003","Desktop","10.2.100.4,169.254.31.14,169.254.196.147,169.254.236.46,169.254.96.55","08:92:04:49:0E:37,54:6C:EB:06:A6:A3,54:6C:EB:06:A6:A4,56:6C:EB:06:A6:A3,54:6C:EB:06:A6:A7","All Endpoints","No","af8fbfed-669a-478f-b477-a13fa5fd0089","Windows 11","Off","2022-11-29 14:44:48","2024-06-05 14:48:25","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-PAIE-005","Desktop","169.254.197.240,169.254.47.40,169.254.58.146,10.3.6.43,169.254.51.151","A0:29:19:F8:57:0D,10:51:07:9C:FB:DB,12:51:07:9C:FB:DA,10:51:07:9C:FB:DA,10:51:07:9C:FB:DE","All Endpoints","No","5438a365-dcc5-450c-b45e-4c2a7345c2e4","Windows 11","Off","2022-11-29 16:57:55","2024-06-05 14:44:56","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-224-001","Desktop","10.1.224.3,169.254.221.201,169.254.208.34,169.254.255.148,10.1.224.4,169.254.46.70","CC:96:E5:88:00:E8,CC:96:E5:88:00:E8,00:A5:54:21:27:D6,02:A5:54:21:27:D5,00:A5:54:21:27:D5,00:A5:54:21:27:D9","All Endpoints","No","07ede2aa-492f-4194-a192-bd04f445280d","Windows 11","Off","2022-12-15 12:25:44","2024-06-05 14:41:37","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-MKTG-014","Desktop","10.3.103.40,169.254.230.40,169.254.113.36,192.168.1.15,169.254.121.48","02:50:41:00:00:01,64:D6:9A:DE:32:9A,66:D6:9A:DE:32:99,64:D6:9A:DE:32:99,64:D6:9A:DE:32:9D","All Endpoints","No","ac799d01-4548-472c-84b7-e5718b12c020","Windows 11","Off","2022-12-21 17:26:52","2024-06-05 14:49:26","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-018-001","Desktop","10.1.18.3,169.254.152.158,169.254.84.88,169.254.222.3,10.1.18.7,169.254.133.177","CC:96:E5:88:4F:63,CC:96:E5:88:4F:63,00:A5:54:22:D9:05,02:A5:54:22:D9:04,00:A5:54:22:D9:04,00:A5:54:22:D9:08","All Endpoints","No","06d8bd72-2b0a-49fc-be10-9d148ead7b13","Windows 11","Off","2022-12-21 19:26:14","2024-05-29 13:06:45","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-ODP-RSI","Desktop","169.254.197.128,169.254.36.252,10.3.6.48","64:D6:9A:DD:E6:73,66:D6:9A:DD:E6:72,64:D6:9A:DD:E6:72","All Endpoints","No","0e0febfc-eb0e-48b6-899f-60dfc3394077","Windows 11","Off","2022-12-27 16:41:20","2024-06-05 14:48:42","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-400-002","Desktop","10.2.100.2,169.254.144.88,169.254.201.185,169.254.191.120,169.254.48.73","CC:96:E5:88:4F:69,00:A5:54:22:D9:45,00:A5:54:22:D9:46,02:A5:54:22:D9:45,00:A5:54:22:D9:49","All Endpoints","No","c315b77a-9e57-4019-9d6a-0acd904bccf8","Windows 11","Off","2023-01-02 18:43:42","2024-05-31 14:19:01","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-062-001","Desktop","10.1.62.4,169.254.224.116,169.254.251.49,10.1.62.7,169.254.143.47","08:92:04:49:0A:F3,54:6C:EB:06:BD:01,56:6C:EB:06:BD:00,54:6C:EB:06:BD:00,54:6C:EB:06:BD:04","All Endpoints","No","a3f5b644-5602-403b-9c1a-747eae0b799f","Windows 11","Off","2023-01-05 15:22:26","2024-06-05 11:57:26","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-408-001","Desktop","10.2.108.4,169.254.62.182,169.254.174.140,169.254.180.28","CC:96:E5:64:E4:96,74:04:F1:98:99:E1,74:04:F1:98:99:E2,76:04:F1:98:99:E1","All Endpoints","No","dace8c80-6659-4780-8ef9-711e0a0d6caa","Windows 11","Off","2023-01-11 17:41:06","2024-06-05 14:48:08","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-037-001","Desktop","169.254.96.163,169.254.86.207,169.254.132.101,10.1.37.2,169.254.51.214","CC:96:E5:64:E4:93,74:04:F1:97:6B:03,76:04:F1:97:6B:02,74:04:F1:97:6B:02,74:04:F1:97:6B:06","All Endpoints","No","2ce62048-d6f0-43ce-b88b-f539cf9e58c4","Windows 11","Off","2023-01-12 13:27:14","2024-06-05 12:38:16","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-SUPP-006","Desktop","169.254.84.131,169.254.142.255,10.3.6.37","A0:59:50:1B:C1:29,A2:59:50:1B:C1:28,A0:59:50:1B:C1:28","All Endpoints","No","7fe4ab4c-d32f-4f38-b5a7-e3227467641b","Windows 11","Off","2023-01-25 11:06:52","2024-06-05 14:46:07","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-127-01","Desktop","169.254.168.177,169.254.137.165,169.254.59.79,10.1.127.5,169.254.2.173","CC:96:E5:8A:E6:A0,00:A5:54:4D:22:28,02:A5:54:4D:22:27,00:A5:54:4D:22:27,00:A5:54:4D:22:2B","All Endpoints","No","584ebe9d-5106-448b-9135-d15af38614fe","Windows 11","Off","2023-01-27 17:26:17","2024-06-05 14:46:08","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-CPTA-109","Desktop","169.254.197.230,169.254.163.13,10.3.6.29,169.254.21.86","A0:59:50:1A:14:19,A2:59:50:1A:14:18,A0:59:50:1A:14:18,A0:59:50:1A:14:1C","All Endpoints","No","9a0366eb-8020-437e-99fd-572b247dcbde","Windows 11","Off","2023-02-13 18:37:28","2024-05-17 16:15:32","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-416-001","Desktop","10.2.114.39,169.254.151.68,169.254.52.183,169.254.26.231,10.2.114.16,169.254.240.220","CC:96:E5:64:E4:1E,CC:96:E5:64:E4:1E,74:04:F1:98:83:B2,76:04:F1:98:83:B1,74:04:F1:98:83:B1,74:04:F1:98:83:B5","All Endpoints","No","2367005f-c408-4f26-85e8-c7020d42773b","Windows 11","Off","2023-02-17 11:21:36","2024-06-05 14:32:23","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-351-1","Desktop","10.3.104.9,169.254.152.215,169.254.147.149,10.117.228.17,169.254.61.223","02:50:41:00:00:01,14:75:5B:F2:57:CA,16:75:5B:F2:57:C9,14:75:5B:F2:57:C9,14:75:5B:F2:57:CD","All Endpoints","No","d33be61d-9074-413c-b957-b7d63a59a514","Windows 11","Off","2023-02-28 13:38:37","2024-06-05 14:48:15","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-MKTG-015","Desktop","169.254.68.176,169.254.237.140,10.3.6.21,169.254.252.57","14:75:5B:F1:B6:9E,16:75:5B:F1:B6:9D,14:75:5B:F1:B6:9D,14:75:5B:F1:B6:A1","All Endpoints","No","2403ee04-93f2-4956-803b-eaa5d6d3e3dc","Windows 11","Off","2023-03-01 15:56:12","2024-06-05 14:46:38","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-073-001","Desktop","10.1.73.3,169.254.53.139,169.254.32.237,169.254.143.193,10.1.73.5,169.254.85.101","AC:91:A1:04:C1:68,AC:91:A1:04:C1:68,00:A5:54:86:88:60,02:A5:54:86:88:5F,00:A5:54:86:88:5F,00:A5:54:86:88:63","All Endpoints","No","7030101f-b7ac-4961-8740-7a469f8e3f2a","Windows 10","Off","2023-03-13 13:01:03","2024-06-05 14:47:06","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-ACH-018","Desktop","10.3.103.24,169.254.119.55,169.254.236.39,192.168.1.33","02:50:41:00:00:01,74:04:F1:54:1E:66,76:04:F1:54:1E:65,74:04:F1:54:1E:65","All Endpoints","No","973cf483-b583-4f98-a12d-5bf68c3408a4","Windows 11","Off","2023-03-14 18:33:36","2024-05-31 22:20:07","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-DIR-P2","Desktop","10.3.103.7,169.254.84.83,169.254.73.97,169.254.175.156,172.20.10.3,169.254.33.182,169.254.251.175","02:50:41:00:00:01,98:FA:9B:9B:ED:46,DC:71:96:58:75:38,DE:71:96:58:75:37,9E:28:B3:E1:BD:CD,DC:71:96:58:75:37,DC:71:96:58:75:3B","All Endpoints","No","9ee56a53-8d6e-4340-8047-6aebeb162886","Windows 11","Off","2023-03-24 18:00:35","2024-06-05 12:58:12","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-430-001","Desktop","169.254.99.117,169.254.196.49,169.254.232.126,10.2.114.130","AC:91:A1:0C:20:AB,30:89:4A:A0:21:4E,32:89:4A:A0:21:4D,30:89:4A:A0:21:4D","All Endpoints","No","0c040040-b8e3-46c7-afbb-824f4bb22348","Windows 11","Off","2023-04-07 12:35:55","2024-06-05 13:59:32","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-227-001","Desktop","10.1.227.2,169.254.48.184,169.254.190.95,169.254.116.215,10.1.227.4,169.254.17.195","AC:91:A1:20:F9:89,AC:91:A1:20:F9:89,70:D8:23:A2:B6:43,72:D8:23:A2:B6:42,70:D8:23:A2:B6:42,70:D8:23:A2:B6:46","All Endpoints","No","bcf2abf2-e8b5-4a7e-bec1-db46debbe5b0","Windows 11","Off","2023-04-21 13:27:31","2024-05-04 03:58:29","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-DR-LUXE2","Desktop","10.3.103.57,169.254.26.202,169.254.186.232,10.1.1.93","02:50:41:00:00:01,64:49:7D:90:2D:ED,66:49:7D:90:2D:EC,64:49:7D:90:2D:EC","All Endpoints","No","5cd5e444-3359-47dc-8b28-d04020db0c8b","Windows 11","Off","2023-04-24 16:07:24","2024-06-05 12:13:54","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-346-001","Desktop","10.3.104.10,10.2.46.4,169.254.10.136,169.254.189.212,169.254.0.159,192.168.1.5,169.254.34.229","02:50:41:00:00:01,74:78:27:39:02:02,74:78:27:39:02:02,D8:F8:83:DA:AE:59,DA:F8:83:DA:AE:58,D8:F8:83:DA:AE:58,D8:F8:83:DA:AE:5C","All Endpoints","No","1630e335-04b2-4d4f-aa54-6c661d23366f","Windows 11","Off","2023-04-25 17:48:00","2024-06-05 14:45:18","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-RESP-SUPP","Desktop","169.254.83.57,169.254.46.110,10.3.6.30,169.254.24.253","64:49:7D:90:2D:98,66:49:7D:90:2D:97,64:49:7D:90:2D:97,64:49:7D:90:2D:9B","All Endpoints","No","a136332c-cba4-46b5-aea9-57798eb3f96d","Windows 11","Off","2023-05-05 15:45:48","2024-06-05 14:47:20","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-BIJ-001","Desktop","169.254.139.203,169.254.128.162,169.254.45.124,10.3.6.19,169.254.39.170","AC:91:A1:A0:4C:89,64:49:7D:8D:14:32,66:49:7D:8D:14:31,64:49:7D:8D:14:31,64:49:7D:8D:14:35","All Endpoints","No","c14ba39b-f53d-49dd-a43a-620ad81f067a","Windows 11","Off","2023-05-17 16:31:45","2024-06-05 14:49:26","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-401-002","Desktop","169.254.187.246,169.254.72.198,169.254.99.243,10.2.101.12,169.254.37.17","AC:91:A1:20:F6:D9,70:D8:23:A4:02:5A,72:D8:23:A4:02:59,70:D8:23:A4:02:59,70:D8:23:A4:02:5D","All Endpoints","No","86504d25-7ced-4fd5-aa80-7efda0fab17c","Windows 11","Off","2023-05-31 13:26:07","2024-06-05 14:48:37","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-RH-002","Desktop","169.254.104.148,169.254.121.236,10.3.6.44,169.254.98.40","F4:C8:8A:A5:1A:19,F6:C8:8A:A5:1A:18,F4:C8:8A:A5:1A:18,F4:C8:8A:A5:1A:1C","All Endpoints","No","0dae82dd-066e-485a-a7bc-3152b4cdf2e3","Windows 11","Off","2023-06-21 11:15:49","2024-06-05 14:45:21","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-ACHATS-023","Desktop","169.254.143.176,169.254.126.131,10.3.6.36,169.254.119.30","30:89:4A:AE:E6:43,32:89:4A:AE:E6:42,30:89:4A:AE:E6:42,30:89:4A:AE:E6:46","All Endpoints","No","bfb4b480-11a1-42ed-8e94-ed76420f5f00","Windows 11","Off","2023-06-21 12:48:21","2024-06-05 14:48:26","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-SUPP-005","Desktop","169.254.33.233,169.254.192.197,169.254.109.125,10.3.6.38,169.254.135.122","08:8F:C3:ED:E3:1A,D2:39:57:2E:45:AF,F2:39:57:2E:45:AF,D0:39:57:2E:45:AF,D0:39:57:2E:45:B0","All Endpoints","No","dcde3f1f-796f-4a51-a630-eba781bc6761","Windows 11","Off","2023-06-27 13:46:00","2024-06-05 14:48:06","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-MKTG-002","Desktop","169.254.3.114,169.254.82.87,169.254.178.81,10.3.6.13,169.254.192.218","08:8F:C3:ED:E3:B5,D2:39:57:2E:0E:9B,F2:39:57:2E:0E:9B,D0:39:57:2E:0E:9B,D0:39:57:2E:0E:9C","All Endpoints","No","9eb2cc71-781b-4bab-9b41-f3f71f7f1a61","Windows 11","Off","2023-07-04 11:10:45","2024-06-03 20:47:43","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-CPTA-110","Desktop","169.254.122.100,169.254.180.167,169.254.182.239,10.3.6.63,169.254.242.208","AC:91:A1:8D:5D:EE,F4:C8:8A:A5:7D:24,F6:C8:8A:A5:7D:23,F4:C8:8A:A5:7D:23,F4:C8:8A:A5:7D:27","All Endpoints","No","0b2ac60a-04f1-46ee-ac97-9bbf472b1e6b","Windows 11","Off","2023-08-01 15:55:41","2024-06-05 14:47:39","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-IT-023","Desktop","10.3.103.124,10.2.12.10,169.254.127.255,169.254.25.154,192.168.1.202,169.254.117.242","02:50:41:00:00:01,08:8F:C3:F0:58:F0,D2:39:57:42:55:01,F2:39:57:42:55:01,D0:39:57:42:55:01,D0:39:57:42:55:02","All Endpoints","No","2f2d8443-5816-41e3-b7d6-e94ecfb1143c","Windows 11","Off","2023-08-31 12:09:30","2024-06-05 14:49:10","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-005-001","Desktop","10.1.5.3,169.254.158.142,169.254.110.33,169.254.42.249,10.1.5.4","AC:91:A1:28:85:51,AC:91:A1:28:85:51,58:1C:F8:6C:0C:BF,5A:1C:F8:6C:0C:BE,58:1C:F8:6C:0C:BE","All Endpoints","No","4ac1d37a-b9fc-41a5-8bac-9d9333265931","Windows 11","Off","2023-09-06 16:24:39","2024-06-01 16:36:35","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TAB-438-001","Desktop","169.254.219.78,169.254.173.210,10.2.138.95","08:9D:F4:EB:20:CC,0A:9D:F4:EB:20:CB,08:9D:F4:EB:20:CB","All Endpoints","No","43ad3b0f-a41f-4530-abd1-1dd1263cf36c","Windows 11","Off","2023-09-07 12:28:13","2024-06-05 14:27:24","XDR Endpoint Sensor,Vulnerability Assessment","",""
"TAB-408-001","Desktop","169.254.231.241,169.254.55.109,10.2.108.95","08:9D:F4:EB:CC:93,0A:9D:F4:EB:CC:92,08:9D:F4:EB:CC:92","All Endpoints","No","23cce4c2-f416-48e6-96ab-6541cd430d98","Windows 11","Off","2023-09-07 17:57:35","2024-06-05 14:40:33","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-GST-006","Desktop","169.254.207.44,169.254.240.121,169.254.31.20,10.3.6.34,169.254.165.104","98:FA:9B:9E:7E:64,DC:71:96:61:99:B0,DE:71:96:61:99:AF,DC:71:96:61:99:AF,DC:71:96:61:99:B3","All Endpoints","No","147be8ad-1ac5-4644-b4b6-7fb4836a2f12","Windows 11","Off","2023-09-15 10:39:28","2024-06-05 14:48:10","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-ACH-20","Desktop","169.254.68.86,169.254.67.89,169.254.169.84,10.3.6.55,169.254.156.241","08:8F:C3:F2:00:8F,D2:39:57:42:62:EB,F2:39:57:42:62:EB,D0:39:57:42:62:EB,D0:39:57:42:62:EC","All Endpoints","No","8855f56c-42b6-4823-8fbf-7a1274b48454","Windows 11","Off","2023-09-18 15:50:41","2024-06-05 14:48:10","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-024-001","Desktop","10.1.24.4,169.254.76.46,169.254.85.109,169.254.4.140,10.1.24.5,169.254.70.170","AC:91:A1:54:EB:FB,AC:91:A1:54:EB:FB,74:13:EA:1D:1A:1F,76:13:EA:1D:1A:1E,74:13:EA:1D:1A:1E,74:13:EA:1D:1A:22","All Endpoints","No","3c2e8fb3-df61-495e-a71d-5057ce2b3a31","Windows 11","Off","2023-10-11 13:26:09","2024-06-04 14:50:08","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-PAIE-007","Desktop","169.254.185.12,169.254.156.83,169.254.72.236,169.254.123.141,10.3.6.76,169.254.82.193","08:8F:C3:F3:55:E1,98:E7:43:27:A4:B3,D2:39:57:42:5D:8F,F2:39:57:42:5D:8F,D0:39:57:42:5D:8F,D0:39:57:42:5D:90","All Endpoints","No","dc17bfee-525a-4689-9f00-da30b709ba74","Windows 11","Off","2023-10-19 12:24:13","2024-06-05 14:49:01","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-066-001","Desktop","10.1.66.4,169.254.224.231,169.254.111.9,169.254.130.254,10.1.66.3,169.254.151.109","AC:91:A1:54:F4:CD,AC:91:A1:54:F4:CD,74:13:EA:10:00:32,76:13:EA:10:00:31,74:13:EA:10:00:31,74:13:EA:10:00:35","All Endpoints","No","8cba03fb-d04f-45cd-a0f9-c3b6ce77fa1a","Windows 11","Off","2023-10-26 15:31:12","2024-06-05 14:28:16","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-337-001","Desktop","10.2.37.3,169.254.210.86,169.254.148.78,169.254.223.103,10.2.37.2","AC:91:A1:54:A4:8C,AC:91:A1:54:A4:8C,74:13:EA:0F:80:62,76:13:EA:0F:80:61,74:13:EA:0F:80:61","All Endpoints","No","084bf2dd-eef5-47f9-8036-cff500e98481","Windows 11","Off","2023-10-26 16:57:37","2024-06-05 14:46:51","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-ACH-21","Desktop","169.254.140.169,169.254.139.51,169.254.244.216,10.3.6.37,169.254.195.143","08:8F:C3:FE:8F:D8,74:3A:F4:60:E9:AC,76:3A:F4:60:E9:AB,74:3A:F4:60:E9:AB,74:3A:F4:60:E9:AF","All Endpoints","No","126a220f-7d69-44eb-8a38-665e0075f1c2","Windows 11","Off","2023-10-30 15:04:37","2024-04-25 11:04:04","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-428-2","Desktop","10.3.104.68,10.2.128.3,10.2.138.5,169.254.94.83,169.254.201.247,169.254.43.93,10.225.45.52","02:50:41:00:00:01,34:48:ED:6E:43:3C,34:48:ED:6E:43:3C,34:48:ED:6E:43:3C,D8:3B:BF:91:7D:E7,DA:3B:BF:91:7D:E6,D8:3B:BF:91:7D:E6","All Endpoints","No","a5abeecc-d982-4616-a6e8-5f725053c3a8","Windows 11","Off","2023-11-13 16:18:38","2024-06-05 14:11:58","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-418-2","Desktop","10.2.118.2,169.254.131.227,169.254.144.221,10.2.118.4,169.254.209.219","C8:F7:50:51:CE:59,A8:6D:AA:0C:5D:6A,AA:6D:AA:0C:5D:69,A8:6D:AA:0C:5D:69,A8:6D:AA:0C:5D:6D","All Endpoints","No","45d98c4a-a381-4b32-8994-85e26baaf3f7","Windows 11","Off","2023-12-04 14:54:29","2024-06-05 14:46:35","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-ACH-23","Desktop","10.3.103.10,169.254.79.65,169.254.179.95,169.254.238.176,192.168.1.150,169.254.180.149","02:50:41:00:00:01,08:8F:C3:FD:4B:B6,D2:39:57:99:E7:13,F2:39:57:99:E7:13,D0:39:57:99:E7:13,D0:39:57:99:E7:14","All Endpoints","No","224a6255-4caa-4db1-8872-68570d9e5fa0","Windows 11","Off","2023-12-05 10:56:42","2024-06-05 10:23:50","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-155-001","Desktop","10.1.155.4,169.254.186.58,169.254.35.228,169.254.120.51,10.1.155.5,169.254.35.168","AC:91:A1:55:32:CC,AC:91:A1:55:32:CC,74:13:EA:27:E1:2F,76:13:EA:27:E1:2E,74:13:EA:27:E1:2E,74:13:EA:27:E1:32","All Endpoints","No","fcc188e4-4c4c-47d9-8448-e2acc31ea034","Windows 11","Off","2023-12-05 17:45:50","2024-06-04 17:57:40","XDR Endpoint Sensor,Vulnerability Assessment","",""
"LAP-007-001","Desktop","169.254.175.63,169.254.44.122,169.254.11.122,10.1.7.4,169.254.136.190","AC:91:A1:54:F3:C3,74:13:EA:27:C9:9C,76:13:EA:27:C9:9B,74:13:EA:27:C9:9B,74:13:EA:27:C9:9F","All Endpoints","No","c24ee40b-1b34-4fdb-ab82-ae4cec349f3a","Windows 11","Off","2023-12-11 12:07:39","2024-06-03 20:03:39","XDR Endpoint Sensor,Vulnerability Assessment","",""
