Device name,Latest risk score,Operating system,IP address,Last user,Highly-exploitable CVEs,Discovered by,First seen,Last detected
TPV-513-001,30,Windows 10 10.0 (Build 17763),10.3.103.101,,0,Apex One as a Service,2023-10-16 16:29:08,2023-10-17 02:13:41
LAP-MKTG-003,30,Windows 10 10.0 (Build 19045),10.3.6.89,,0,Apex One as a Service,2023-09-05 07:26:21,2023-10-17 06:42:26
LAP-COMPTA-02,30,Windows 11 10.0 (Build 22621),10.3.103.46,,0,Apex One as a Service,2023-06-01 13:02:17,2023-11-02 07:42:36
LAP-DI-CO,30,Windows 10 10.0 (Build 19045),10.3.103.33,,0,Apex One as a Service,2023-04-20 11:23:22,2023-11-02 12:48:37
AIO-414-001,30,Windows 10 10.0 (Build 19045),10.2.114.1,Système,0,"Trend Vision One Endpoint Sensor, Apex One as a Service, Trend Vision One Agent",2022-09-06 12:35:07,2023-11-02 09:11:45
LAP-019-001,30,Windows 10 10.0 (Build 19045),10.1.19.4,,0,Apex One as a Service,2023-10-16 14:13:40,2023-10-17 02:22:25
TPV-514-001,30,Windows 10 10.0 (Build 17763),192.168.10.85,,0,Apex One as a Service,2023-10-19 15:18:02,2023-10-20 01:50:28
LAP-418-3,30,Windows 10 10.0 (Build 19045),10.137.234.163,,0,Apex One as a Service,2022-12-08 10:07:06,2023-11-02 13:29:35
LAP-MKTG-005,30,Windows 11 10.0 (Build 22000),10.3.6.73,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-09-27 21:22:28,2023-10-30 13:12:06
TPV-051-001,30,Windows 10 10.0 (Build 17763),10.1.51.2,,0,Apex One as a Service,2023-10-23 15:16:49,2023-10-26 08:26:06
LAP-418-4,30,Windows 10 10.0 (Build 19043),192.168.1.69,,0,Apex One as a Service,2021-09-28 01:59:59,2023-10-27 12:29:55
LAP-XXX-X,30,Windows 10 10.0 (Build 19045),10.3.6.40,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-09-27 21:36:32,2023-10-31 14:42:57
LAP-GST-004,30,Windows 10 10.0 (Build 19045),10.3.6.34,,0,Apex One as a Service,2023-08-29 08:16:32,2023-10-30 08:26:25
TPV-512-001,30,Windows 10 10.0 (Build 17763),10.3.103.7,,0,Apex One as a Service,2023-10-20 13:05:29,2023-10-21 01:34:54
LAP-116-3,30,Windows 10 10.0 (Build 19045),10.1.116.3,,0,Apex One as a Service,2021-09-21 22:20:00,2023-10-31 15:18:52
LAP-ACH-20,30,Windows 11 10.0 (Build 22621),10.3.6.70,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service, Trend Vision One Agent",2023-09-14 14:54:53,2023-10-31 16:14:55
LAP-066-001,30,Windows 11 10.0 (Build 22621),192.168.10.145,,0,"Apex One as a Service, Trend Vision One Agent",2023-10-26 13:13:35,2023-10-30 14:45:25
SRV-BI-WEB,30,Microsoft Windows Server 2008 R2 (64 bit) build 7601 6.1.7601,10.4.1.225,SAV_LIVE_PL,0,"Trend Vision One Endpoint Sensor, Endpoint & Workload Security",2021-10-13 12:13:16,2023-10-31 23:16:10
LP-427-1,30,Windows 10 10.0 (Build 19045),10.3.103.67,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-09-21 22:18:42,2023-11-02 09:04:14
LAP-RRH-001,30,Windows 10 10.0 (Build 19045),10.3.103.216,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-10-06 12:01:48,2023-11-02 08:17:40
LAP-309-03,30,Windows 10 10.0 (Build 19045),192.168.1.11,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-04-13 12:17:40,2023-11-02 08:47:31
LAP-422-003,30,Windows 10 10.0 (Build 19044),192.168.1.42,,0,Apex One as a Service,2023-02-09 14:38:07,2023-11-01 22:06:48
LP-316-3,30,Windows 10 10.0 (Build 19045),10.2.16.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-09-21 12:58:28,2023-10-17 01:35:34
LAP-ACH-012,30,Windows 11 10.0 (Build 22000),10.3.103.122,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-12-02 18:02:03,2023-11-02 08:13:45
TPV-414-002,30,Windows 10 10.0 (Build 17763),10.2.114.6,Système,0,"Trend Vision One Endpoint Sensor, Trend Vision One Agent",2023-01-12 17:56:44,2023-11-02 12:41:52
LAP-031-2,30,Windows 10 10.0 (Build 19045),10.1.31.2,,0,Apex One as a Service,2021-09-27 21:29:00,2023-10-25 09:54:10
LAP-DIR-DSI,30,Windows 10 10.0 (Build 19045),10.3.103.57,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-09-21 22:08:33,2023-10-30 19:34:36
LAP-349-001,30,Windows 11 10.0 (Build 22621),10.3.103.58,,0,Apex One as a Service,2023-09-21 14:34:13,2023-10-09 13:40:29
LAP-MKTG-S-005,30,Windows 10 10.0 (Build 19045),10.3.6.49,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-09-21 22:07:46,2023-11-02 11:15:31
TPV-224-1,30,Windows 10 10.0 (Build 17763),10.1.224.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-01-12 06:47:02,2023-10-19 08:24:40
LAP-309-3,30,Windows 10 10.0 (Build 19045),10.2.9.7,,0,Apex One as a Service,2021-09-27 22:12:43,2023-10-09 12:49:48
LAP-SCH-100,30,Windows 10 10.0 (Build 19045),10.3.103.16,,0,Apex One as a Service,2021-09-21 22:28:15,2023-10-26 21:33:39
LAP-CPTA-103,30,Windows 10 10.0 (Build 19045),10.3.103.112,,0,Apex One as a Service,2021-09-22 21:13:03,2023-11-02 08:29:00
LAP-SUP-002,30,Windows 11 10.0 (Build 22621),10.3.6.36,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-03-16 16:40:44,2023-10-31 12:48:37
TPV-024-001,30,Windows 10 10.0 (Build 17763),10.1.24.1,,0,Apex One as a Service,2023-10-30 11:43:26,2023-10-31 07:43:41
LAP-IT-090,30,Windows 11 10.0 (Build 22621),10.3.103.34,,0,"Apex One as a Service, Trend Vision One Agent",2023-06-27 21:08:54,2023-10-30 11:29:30
TPV-026-003,30,Windows 10 10.0 (Build 17763),10.1.26.1,,0,Apex One as a Service,2023-10-05 10:27:38,2023-10-12 14:59:11
LAP-RESP-SUPP,30,Windows 11 10.0 (Build 22621),10.3.6.34,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service, Trend Vision One Agent",2023-05-05 13:46:03,2023-10-31 12:42:56
LAP-234-AURES,30,Windows 10 10.0 (Build 17763),10.1.234.1,Système,0,"Trend Vision One Endpoint Sensor, Apex One as a Service, Trend Vision One Agent",2021-10-20 16:57:19,2023-11-02 13:32:22
TPV-331-001,30,Windows 10 10.0 (Build 17763),10.2.31.1,Système,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-10-16 10:58:33,2023-10-28 09:02:11
LAP-062-001,30,Windows 11 10.0 (Build 22621),10.1.62.4,Système,0,"Trend Vision One Endpoint Sensor, Apex One as a Service, Trend Vision One Agent",2023-01-05 14:00:30,2023-11-02 08:24:52
LAP-191-4,30,Windows 10 10.0 (Build 17763),10.1.191.4,,0,Apex One as a Service,2023-10-27 09:51:46,2023-10-28 01:31:25
TPV-512-001,30,Windows 10 10.0 (Build 17763),10.3.103.2,,0,Apex One as a Service,2023-10-19 16:38:33,2023-10-20 12:27:01
TPV-027-003,30,Windows 10 10.0 (Build 17763),10.1.27.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-11-18 04:36:49,2023-10-09 10:04:30
TPV-454-001,30,Windows 10 10.0 (Build 17763),10.2.154.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-11-18 04:36:49,2023-10-30 07:18:05
LAP-400-003,30,Windows 11 10.0 (Build 22621),10.2.100.4,SERVICE RÉSEAU,0,"Trend Vision One Endpoint Sensor, Apex One as a Service, Trend Vision One Agent",2023-01-11 14:05:42,2023-11-02 12:58:48
TPV-312-002,30,Windows 10 10.0 (Build 17763),10.2.12.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2023-09-25 08:38:10,2023-10-18 15:54:01
LAP-CPTA-104,30,Windows 10 10.0 (Build 19045),10.3.6.54,,0,Apex One as a Service,2021-09-22 17:40:55,2023-10-31 12:41:57
TPV-508-001,30,Windows 10 10.0 (Build 17763),10.3.103.96,,0,Apex One as a Service,2023-10-13 15:23:32,2023-11-02 13:58:11
LAP-414-001,30,Windows 10 10.0 (Build 19044),10.3.103.31,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-06-22 06:15:08,2023-11-01 08:51:04
LAP-401-8,30,Windows 10 10.0 (Build 19045),10.3.103.195,,0,Apex One as a Service,2021-09-21 16:29:41,2023-10-31 17:46:20
LAP-GST-002,30,Windows 10 10.0 (Build 19045),10.3.103.59,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-09-21 22:26:59,2023-11-02 08:59:32
LAP-227-001,30,Windows 11 10.0 (Build 22621),10.1.227.4,,0,"Apex One as a Service, Trend Vision One Agent",2023-04-21 11:27:39,2023-10-18 02:58:53
LAP-318-001,30,Windows 11 10.0 (Build 22621),10.2.18.2,Système,0,"Trend Vision One Endpoint Sensor, Apex One as a Service, Trend Vision One Agent",2022-08-22 14:09:47,2023-10-28 10:30:36
LAP-SUP-106,30,Windows 10 10.0 (Build 19045),10.3.6.68,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-10-13 13:24:30,2023-10-30 13:13:05
SRV-BD-SAV,30,Microsoft Windows Server 2008 R2 (64 bit) build 7601 6.1.7601,10.4.1.227,administrateur,0,Endpoint & Workload Security,2021-10-29 19:05:46,2023-10-31 22:52:01
LAP-ACHATS-023,30,Windows 11 10.0 (Build 22621),10.3.6.25,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service, Trend Vision One Agent",2023-06-21 10:48:24,2023-10-31 13:59:14
LAP-427-1,30,Windows 11 10.0 (Build 22621),10.3.103.42,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-09-21 13:51:21,2023-11-02 09:08:03
LAP-BIJ-001,30,Windows 11 10.0 (Build 22621),10.3.103.77,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service, Trend Vision One Agent",2023-05-17 14:31:57,2023-11-02 07:53:30
LAP-400-002,30,Windows 11 10.0 (Build 22621),10.2.100.2,VVARDIN,0,"Trend Vision One Endpoint Sensor, Apex One as a Service, Trend Vision One Agent",2023-01-02 16:43:47,2023-10-31 15:01:40
LAP-051-3,30,Windows 10 10.0 (Build 19045),10.1.51.4,,0,Apex One as a Service,2022-01-10 11:52:38,2023-10-26 09:47:35
LAP-DR-SO,30,Windows 10 10.0 (Build 19045),10.3.103.3,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-03-28 09:27:12,2023-11-02 07:30:06
LAP-MQP-004,30,Windows 10 10.0 (Build 19045),10.3.103.4,,0,Apex One as a Service,2021-10-06 10:46:19,2023-10-31 20:20:57
AIO-414-002,30,Windows 10 10.0 (Build 19045),192.168.137.1,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-09-09 06:20:14,2023-11-02 10:08:32
TPV-517-001,30,Windows 10 10.0 (Build 17763),192.168.10.80,,0,Apex One as a Service,2023-10-18 14:04:57,2023-10-19 02:12:34
LP-349-2,30,Windows 10 10.0 (Build 19045),10.3.103.22,,0,Apex One as a Service,2021-09-21 22:13:52,2023-11-02 11:07:33
LAP-153-3,30,Windows 10 10.0 (Build 19045),169.254.14.112,,0,Apex One as a Service,2021-09-21 18:27:40,2023-11-01 15:09:12
LAP-ACH-016,30,Windows 11 10.0 (Build 22621),10.3.103.66,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-11-06 11:44:41,2023-10-27 07:58:50
LAP-ACH-014,30,Windows 10 10.0 (Build 19045),10.3.6.26,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-10-29 08:21:17,2023-11-02 08:36:02
TPV-346-001,30,Windows 10 10.0 (Build 17763),10.3.103.20,,0,Apex One as a Service,2023-05-23 01:43:14,2023-11-02 09:24:06
CHML,30,Windows 11 10.0 (Build 22000),192.168.0.10,Système,0,Apex One as a Service,2023-10-12 18:54:49,2023-10-17 12:04:49
TPV-501-001,30,Windows 10 10.0 (Build 17763),10.117.63.249,,0,Apex One as a Service,2023-10-09 14:29:21,2023-11-01 23:32:18
LAP-PAXE-002,30,Windows 10 10.0 (Build 19045),10.3.103.53,,0,Apex One as a Service,2021-09-27 13:09:16,2023-11-01 13:31:11
LP-406-7,30,Windows 10 10.0 (Build 19045),10.2.106.10,,0,Apex One as a Service,2021-09-28 04:01:38,2023-10-24 11:08:19
LAP-SAV-001,30,Windows 10 10.0 (Build 19045),10.3.103.39,,0,Apex One as a Service,2021-09-22 19:01:18,2023-11-02 07:45:32
TPV-509-001,30,Windows 10 10.0 (Build 17763),10.3.103.32,,0,Apex One as a Service,2023-10-16 12:05:32,2023-11-02 09:50:09
AIO-340-001,30,Windows 10 10.0 (Build 19045),10.2.40.2,340,0,"Trend Vision One Endpoint Sensor, Apex One as a Service, Trend Vision One Agent",2022-08-10 09:43:12,2023-11-02 13:21:25
LAP-CTRL-GST1,30,Windows 10 10.0 (Build 19045),10.3.6.53,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-10-06 11:34:00,2023-10-31 09:00:47
LAP-SCH-002,30,Windows 10 10.0 (Build 19045),10.3.103.94,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2021-09-21 21:50:52,2023-11-02 08:11:12
LAP-408-001,30,Windows 11 10.0 (Build 22621),10.2.108.4,SERVICE LOCAL,0,"Trend Vision One Endpoint Sensor, Apex One as a Service, Trend Vision One Agent",2023-01-11 16:27:49,2023-11-02 14:01:12
LAP-PAIE-007,30,Windows 11 10.0 (Build 22621),10.3.6.74,,0,"Apex One as a Service, Trend Vision One Agent",2023-10-18 13:13:00,2023-10-31 15:44:34
LAP-SUPP-23,30,Windows 11 10.0 (Build 22621),10.3.6.48,,0,"Apex One as a Service, Trend Vision One Agent",2023-06-27 11:46:02,2023-10-30 12:59:05
TPV-XXX-00XI,30,Windows 10 10.0 (Build 17763),192.168.10.85,,0,Apex One as a Service,2023-10-13 14:15:13,2023-10-19 14:39:17
LAP-MKTG-S-003,30,Windows 10 10.0 (Build 19045),10.3.6.39,,0,"Trend Vision One Endpoint Sensor, Apex One as a Service",2022-07-04 12:23:20,2023-10-30 13:05:04
